7.853981633974482790e-01,-5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,-2.000000000000000111e-01,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.812491536815494575e-01,-4.966389710199887175e-01,5.010927657701907956e-01,9.272389665678848480e-01,-2.471813567744566842e-01,3.000000000000000444e-01,-1.700000000000000178e+00,-1.312042162732465767e-03,1.000000000000000056e-01,-3.451526236808916820e-02,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00
7.760723832795524135e-01,-4.932766546215209269e-01,5.016102733600458219e-01,8.583222564279858746e-01,-2.467489084518436349e-01,4.000000000000000222e-01,-1.800000000000000266e+00,-4.607004551077513964e-03,2.000000000000000111e-01,-1.023516080328364941e-01,2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00
7.699035521107212565e-01,-4.899181613788745060e-01,5.015685916617771412e-01,7.940268555648972715e-01,-2.143853141187937461e-01,4.732579714696726891e-01,-1.900000000000000355e+00,-7.631748264431928441e-03,3.000000000000000444e-01,-2.023516080328364997e-01,3.000000000000000444e-01,3.000000000000000444e-01,0.000000000000000000e+00
7.637347209418900995e-01,-4.865599891646076869e-01,5.015061929101998217e-01,7.345311339956884789e-01,-1.635971161997994416e-01,4.968057996335624726e-01,-1.971155287089765729e+00,-1.017557426654191154e-02,4.000000000000000222e-01,-3.023516080328365052e-01,4.000000000000000222e-01,4.000000000000000222e-01,0.000000000000000000e+00
7.575658897730589425e-01,-4.832022657718058056e-01,5.014230794798582025e-01,6.795232287995484066e-01,-1.043237360306014105e-01,4.905078036435644995e-01,-2.020896580311229318e+00,-1.237316485906248160e-02,5.000000000000000000e-01,-4.023516080328365385e-01,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00
7.513970586042277855e-01,-4.798451189764746383e-01,5.013192545335803940e-01,6.286466263257154408e-01,-4.053245016341100460e-02,4.627360926391509421e-01,-2.053663851438093157e+00,-1.424555944475058324e-02,5.999999999999999778e-01,-5.023516080328365163e-01,5.999999999999999778e-01,5.999999999999999778e-01,0.000000000000000000e+00
7.460469350586196313e-01,-4.765049697311325438e-01,5.007506327036241878e-01,5.815583071488431566e-01,2.602100381046819344e-02,4.176022447513342839e-01,-2.071842616169264240e+00,-1.581461329250010220e-02,6.999999999999999556e-01,-6.023516080328364941e-01,6.999999999999999556e-01,6.734566370576133831e-01,0.000000000000000000e+00
7.418351438328715242e-01,-4.731932630381547322e-01,4.995467907259216744e-01,5.378957692577965854e-01,9.478583580444498169e-02,3.567431912787215609e-01,-2.076544033810373335e+00,-1.710370277460710603e-02,7.999999999999999334e-01,-7.023516080328364719e-01,7.999999999999999334e-01,7.100073420608146169e-01,0.000000000000000000e+00
7.388029874716564027e-01,-4.699148806800110822e-01,4.976893356381560940e-01,4.973256658512740791e-01,1.661070805820002994e-01,2.796382234964766011e-01,-2.067612936172219751e+00,-1.813614663791221493e-02,8.999999999999999112e-01,-8.023516080328364497e-01,8.999999999999999112e-01,7.083130430349475759e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.666749450103431784e-01,4.951075054224358118e-01,4.595940624712933631e-01,2.410277967282733469e-01,1.833352368540027699e-01,-2.043156784814689875e+00,-1.893437143061662067e-02,9.999999999999998890e-01,-9.023516080328364275e-01,9.999999999999998890e-01,6.639001586770815200e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.634823039105048781e-01,4.915904693396491720e-01,4.246358278970523981e-01,3.189912480639660597e-01,8.333523685400276437e-02,-1.999844827873495490e+00,-1.951989625901469003e-02,1.099999999999999867e+00,-1.002351608032836516e+00,1.099999999999999867e+00,5.639001586770815422e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.602896628106665777e-01,4.880734332568625322e-01,3.926180144978613229e-01,3.777241362535874725e-01,-1.666476314599724118e-02,-1.955583946561308517e+00,-1.922991725374531904e-02,1.199999999999999956e+00,-1.102351608032836605e+00,1.199999999999999956e+00,4.639001586770815644e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.570970217108282774e-01,4.845563971740758924e-01,3.625236848778388143e-01,3.720587714407135316e-01,8.386245015159898147e-03,-1.973044656862091850e+00,-1.880267034035315935e-02,1.300000000000000044e+00,-1.202351608032836694e+00,1.300000000000000044e+00,3.639001586770815866e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.539043806109899770e-01,4.810393610912892526e-01,3.335845779468908368e-01,3.829918297689375861e-01,-3.011490119882829705e-03,-1.970763756740927075e+00,-1.828790759564318663e-02,1.400000000000000133e+00,-1.302351608032836783e+00,1.400000000000000133e+00,2.639001586770816088e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.507117395111516767e-01,4.775223250085026128e-01,3.057243741338598886e-01,3.864029724189797510e-01,1.341406355758605583e-03,-1.976821032647793963e+00,-1.769630627080484922e-02,1.500000000000000222e+00,-1.402351608032836872e+00,1.500000000000000222e+00,1.639001586770816032e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.475190984113133763e-01,4.740052889257159729e-01,2.788861571881948720e-01,3.923391744509156509e-01,-1.283753080045233787e-05,-1.979805713443608450e+00,-1.703792031395459303e-02,1.600000000000000311e+00,-1.502351608032836960e+00,1.600000000000000311e+00,6.390015867708159769e-02,0.000000000000000000e+00
7.370884498138633445e-01,-4.443264573114750760e-01,4.704882528429293331e-01,2.530208978942369291e-01,3.973855468837058647e-01,2.936401572044329707e-04,-1.983670161662820730e+00,-1.632219365523729371e-02,1.700000000000000400e+00,-1.602351608032837049e+00,1.700000000000000400e+00,-3.609984132291840786e-02,0.000000000000000000e+00
7.370884498138633445e-01,-4.411338162116367756e-01,4.669712167601426933e-01,2.280828736183528604e-01,4.024987525541495192e-01,2.238731932350641288e-04,-1.987332910632809702e+00,-1.555796887890384568e-02,1.800000000000000488e+00,-1.702351608032837138e+00,1.800000000000000488e+00,-1.360998413229184134e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.379411751117984752e-01,4.634541806773560535e-01,2.040290058732185108e-01,4.074824270447506835e-01,2.125404964396429423e-04,-1.991030635837771179e+00,-1.475349742593409785e-02,1.900000000000000577e+00,-1.802351608032837227e+00,1.900000000000000577e+00,-2.360998413229184190e-01,0.000000000000000000e+00
7.370884498138633445e-01,-4.347485340119601749e-01,4.599371445945694137e-01,1.808185634210855430e-01,4.123726615293951681e-01,1.926670114011690344e-04,-1.994730408658240695e+00,-1.391645325703920293e-02,2.000000000000000444e+00,-1.902351608032837316e+00,2.000000000000000444e+00,-3.360998413229184245e-01,0.000000000000000000e+00
